ted0,ted1,eth0,eth1,label
-3.786444187,6.701769352,-0.611476302,0.407982945,1
-5.203216553,8.163761139,-0.506061852,0.10499578,1
6.969623089,-1.583919048,-0.326382905,0.063235424,0
6.232636929,-1.727057934,7.981706142,-8.109030724,0
-4.929716587,8.300046921,1.325218678,-1.752604127,1
-0.38094306,1.981901169,-1.047796965,1.061005473,1
-5.254066944,5.842455864,-0.709061325,0.383893669,1
-3.945528984,8.655759811,-0.164433032,-0.037048183,1
-5.968636513,7.455384731,-0.297831684,0.167323053,1
12.5877943,-17.92402458,-0.902561128,0.781331301,0
2.617178202,-5.62458992,12.62491703,-11.88357735,0
-4.195303917,2.228059053,-0.714233339,0.60110414,1
9.47065258,-10.07429123,-0.211916834,0.021866513,0
6.492064476,-8.921234131,3.341077805,-4.869436264,0
-8.143870354,11.9424963,-0.284195751,0.265762091,1
6.974515915,-12.06881428,4.155255795,-4.720065117,0
9.340794563,-8.612531662,0,1,0
6.747300625,-9.598499298,1,0,0
4.64474535,-5.912678242,1,0,0
2.977742672,-5.026709557,1,0,0
0,1,0,1,0
1,0,0,1,1
0,1,1,0,1
0,1,1,0,1
1,0,1,0,1
0,1,1,0,0
1,0,1,0,1
0,1,0,1,1
1,0,1,0,0
0,1,1,0,1
0,1,0,1,0
1,0,1,0,0
1,0,1,0,0
0,1,0,1,0
0,1,1,0,0
0,1,0,1,0
1,0,0,1,1
1,0,0,1,1
1,0,1,0,1
0,1,1,0,1
1,0,0,1,0
0,1,1,0,1
0,1,1,0,0
1,0,1,0,0
1,0,1,0,1
0,1,0,1,1
0,1,0,1,0
1,0,1,0,1
0,1,1,0,0
1,0,1,0,1
0,1,0,1,1
1,0,1,0,1
0,1,1,0,0
0,1,1,0,0
0,1,0,1,0
0,1,0,1,0
0,1,0,1,0
1,0,1,0,1
1,0,0,1,1
1,0,0,1,1
0,1,1,0,0
0,1,1,0,1
0,1,0,1,1
0,1,1,0,0
0,1,1,0,1
0,1,0,1,1
0,1,0,1,1
1,0,1,0,0
1,0,1,0,0
0,1,1,0,0
1,0,1,0,1
1,0,0,1,1
0,1,1,0,1
1,0,1,0,1
0,1,1,0,1
0,1,1,0,1
0,1,1,0,0
0,1,1,0,1
1,0,0,1,1
0,1,1,0,0
1,0,1,0,1
0,1,0,1,0
0,1,1,0,0
1,0,0,1,1
0,1,1,0,0
0,1,1,0,0
0,1,0,1,0
0,1,1,0,1
1,0,0,1,0
1,0,1,0,0
0,1,0,1,0
1,0,0,1,1
1,0,1,0,1
0,1,0,1,0
0,1,1,0,0
1,0,1,0,0
0,1,1,0,1
0,1,1,0,0
0,1,1,0,0
1,0,1,0,1
1,0,0,1,0
0,1,1,0,0
1,0,1,0,1
0,1,1,0,1
0,1,1,0,1
1,0,1,0,1
1,0,0,1,0
1,0,1,0,0
0,1,0,1,0
1,0,0,1,1
0,1,1,0,1
0,1,1,0,0
1,0,0,1,0
0,1,1,0,0
0,1,1,0,0
0,1,1,0,1
0,1,1,0,0
0,1,0,1,0
1,0,0,1,0
0,1,0,1,1
1,0,1,0,0
1,0,1,0,1
1,0,1,0,1
1,0,1,0,1
0,1,0,1,0
0,1,1,0,0
0,1,1,0,0
0,1,1,0,1
1,0,1,0,0
1,0,0,1,1
1,0,0,1,1
0,1,1,0,1
1,0,1,0,1
1,0,1,0,1
1,0,1,0,0
0,1,1,0,1
1,0,1,0,0
1,0,0,1,1
1,0,1,0,1
1,0,1,0,0
